lat,lon
34.0452439,-118.2089083
34.0453114,-118.2086457
34.0454591,-118.2087739
34.0456039,-118.208455
34.0458912,-118.2085012
34.0460169,-118.2081908
34.046329,-118.208247
34.0463756,-118.2079582
34.0466196,-118.2078022
34.0466169,-118.2083248
34.0471591,-118.2091598
34.0467579,-118.20942
34.0464045,-118.209648
34.0460506,-118.2098719
34.0460112,-118.2099014
34.0456868,-118.2101019
34.0456906,-118.2101544
34.045802,-118.2104589
34.0458218,-118.2104595
34.0460274,-118.2109586
34.0460278,-118.2109206
34.0461769,-118.2112582
34.0460185,-118.2114165
34.0462597,-118.2114594
34.0464531,-118.2119077
34.0466516,-118.2123421
34.0467633,-118.212514
34.0471645,-118.2122475
34.047514,-118.2121855
34.0476288,-118.2119505
34.0479679,-118.2117294
34.0476188,-118.2123225
34.0478117,-118.2127579
34.0482308,-118.2136895
34.0470685,-118.2132741
34.0469651,-118.2130448
34.0468681,-118.2128236
34.0466533,-118.2127352
34.0462513,-118.2128371
34.0459224,-118.213057
34.0459696,-118.2133192
34.0457457,-118.2133273
34.0453678,-118.2135634
34.0452822,-118.2136198
34.0455479,-118.2139317
34.0461391,-118.2141198
34.0463957,-118.2142638
34.0461638,-118.2137428
34.0459332,-118.213655
34.04548,-118.2100271
34.045295,-118.2096117
34.0450968,-118.2091711
34.0452422,-118.2090685
34.0453489,-118.2093076
34.0455172,-118.2092927
34.0448551,-118.2106348
34.0444059,-118.2109875
34.0477545,-118.2104495
34.0473158,-118.2107405
34.0468899,-118.2110141
34.0465025,-118.2112604
34.0456253,-118.2116626
34.0448894,-118.2121325
34.045108,-118.2123596
34.0452373,-118.2122742
34.04537,-118.2121914
34.0447249,-118.2124064
34.0446116,-118.212123
34.0446801,-118.213471
34.0446126,-118.2133176
34.0445448,-118.2131646
34.0444433,-118.2129453
34.0443973,-118.2128351
34.0443557,-118.2127516
34.0443402,-118.2127108
34.0443116,-118.2124772
34.0443245,-118.2123074
34.0443357,-118.2121008
34.0443429,-118.2119916
34.0443468,-118.2118206
34.0443516,-118.2116863
34.044369,-118.2115156
34.0443162,-118.211344
34.0442437,-118.2111893
34.0441425,-118.21096
34.0438972,-118.2104434
33.9607651,-118.2915343
33.9606902,-118.2915329
33.9606038,-118.2915343
33.9605166,-118.2914263
33.9603627,-118.2915304
33.960445,-118.2915306
33.9605203,-118.291533
34.1276508,-118.2733385
34.1378092,-118.2762471
34.1382959,-118.2763906
34.1408391,-118.2768655
34.1448027,-118.2788485
34.1443413,-118.278737
34.143936,-118.2786818
33.9416977,-118.3968318
33.943847,-118.4018114
34.1766805,-118.6032214
34.1763604,-118.6031951
34.1763703,-118.6039186
34.1767001,-118.6039206
33.9869056,-118.4755952
33.9873414,-118.4756595
33.9870423,-118.475227
33.9867952,-118.4748575
33.9886818,-118.4753269
33.9884991,-118.475172
33.988333,-118.4750218
33.9874718,-118.4742713
33.9873583,-118.4741682
33.9869333,-118.4738019
33.9867175,-118.473616
33.9880021,-118.4747259
33.9862471,-118.4731704
33.9860755,-118.4730224
33.986382,-118.4733185
33.9861595,-118.4736624
33.9878443,-118.4747864
33.9873492,-118.4747216
33.9864316,-118.4738978
34.272261,-118.4614378
34.2720818,-118.4614363
34.2724564,-118.4606414
34.2725354,-118.4604662
34.2725442,-118.4609624
34.27255,-118.4612341
34.2723255,-118.459621
34.2720886,-118.4596221
34.2725594,-118.4596227
34.2723652,-118.4609192
34.2722216,-118.4606939
34.2725118,-118.4613984
34.0901955,-118.2921467
34.0902741,-118.2921309
34.0903895,-118.2921694
34.0905448,-118.2921588
34.0906866,-118.2921353
34.0901506,-118.2918888
34.0903419,-118.2918934
34.090433,-118.2918954
34.0905932,-118.2919018
34.0906868,-118.2919047
34.0906946,-118.2919052
34.0907593,-118.2919779
34.307398,-118.5115623
34.307584,-118.5110884
34.3085422,-118.5103298
34.3089291,-118.510074
34.3092717,-118.5097148
34.3080912,-118.5104946
34.3076391,-118.510647
34.3074339,-118.5106572
34.3072886,-118.5108142
34.3072101,-118.511138
34.3071471,-118.5103945
34.3069287,-118.5110629
34.306791,-118.5114873
34.3065459,-118.5113984
34.30641,-118.5118242
34.3061777,-118.5117203
34.3060505,-118.5121323
34.3058125,-118.5120276
34.3054436,-118.5129828
34.3048148,-118.5133068
34.3051876,-118.5132805
34.3058357,-118.5129637
34.3066122,-118.5121522
34.3064805,-118.5126452
34.3061489,-118.5126369
34.30684,-118.5100619
34.3073347,-118.5101731
34.3072687,-118.5098083
34.307271,-118.5091322
34.3062965,-118.5080978
34.3060018,-118.5076384
34.3068249,-118.5083789
34.3071839,-118.5086608
34.3059156,-118.5070072
34.305775,-118.5064703
34.3063235,-118.5063635
34.306708,-118.5065311
34.3066221,-118.5058807
34.3065394,-118.5052433
34.3072839,-118.507448
34.3069937,-118.5070934
34.3077292,-118.5076577
34.3082872,-118.5076968
34.3087945,-118.5079177
34.30908,-118.5083801
34.309161,-118.5089889
34.3093357,-118.509452
34.3095803,-118.5091814
34.3097454,-118.5086017
34.3098572,-118.5079824
34.309968,-118.5073461
34.3100783,-118.5067129
34.3101505,-118.5060948
34.3102065,-118.5054416
34.3102408,-118.5051327
34.3101995,-118.5050018
34.310363,-118.5045658
34.3075541,-118.5104085
34.3052301,-118.5009836
34.305632,-118.5011971
34.3048043,-118.5008531
34.304959,-118.5011805
34.3053388,-118.5013366
34.3056144,-118.5015019
34.3060047,-118.5014765
34.3045577,-118.5010968
34.3043683,-118.5007993
34.3041567,-118.5010809
34.303928,-118.5008275
34.3037369,-118.5011507
34.3036959,-118.50124
34.3036636,-118.5008762
34.2396939,-118.3935555
34.1215608,-118.3982807
33.9568181,-118.2653424
33.9574864,-118.2653424
33.9563029,-118.2659646
33.9571026,-118.2676574
33.9569597,-118.26853
33.957891,-118.2687186
33.9576388,-118.268033
33.9576348,-118.2677723
33.9578176,-118.2680282
33.9565278,-118.2654221
34.2428458,-118.5574605
34.2426531,-118.5577983
34.2428481,-118.558109
34.2426451,-118.5581162
34.2424567,-118.5578764
34.2423594,-118.5580363
34.2424238,-118.5570865
34.2424185,-118.5576509
34.242323,-118.5576519
34.2421133,-118.5576523
34.2424196,-118.5574973
34.2424181,-118.5574452
34.2424204,-118.5573113
34.2353041,-118.5561941
34.2353051,-118.5563096
34.2354406,-118.5558595
33.9579453,-118.2683673
33.9578937,-118.2686518
33.9576551,-118.2693104
33.9565392,-118.2687667
33.9565371,-118.2685631
33.9565392,-118.2689593
33.9565361,-118.2691605
33.9565392,-118.2681689
33.9565403,-118.2679481
33.9565487,-118.2675259
33.9565375,-118.2677539
33.9577144,-118.268723
33.9571817,-118.2685085
33.9561879,-118.2657893
33.9559,-118.2658957
33.9557167,-118.2659204
33.9565706,-118.2693412
33.9567486,-118.2693141
33.9570011,-118.2693089
33.9572936,-118.2693062
33.957987,-118.2688978
33.9568788,-118.2685368
33.9566277,-118.2683815
33.9565404,-118.2683432
34.1018418,-118.305732
34.1016617,-118.305825
34.2426703,-118.5355596
34.2428541,-118.5414238
33.9506217,-118.4347948
33.9505743,-118.4337457
33.9506193,-118.4353872
33.9505737,-118.4335133
33.9506138,-118.4355861
33.9506248,-118.4344008
33.9506682,-118.4341374
33.9506915,-118.4330751
33.9506264,-118.4332914
33.9507559,-118.4328568
33.950633,-118.4345991
33.9508208,-118.4326384
33.9506223,-118.4342034
33.9506184,-118.4351898
33.9505754,-118.4339796
33.9508867,-118.4324225
33.950597,-118.4342371
33.9506184,-118.4349936
33.9506055,-118.4361815
33.9505959,-118.4367759
33.9505929,-118.4369726
33.950609,-118.4359831
33.9506032,-118.4363819
33.950589,-118.4375671
33.9505744,-118.436732
33.9505891,-118.4373671
33.9505993,-118.4365768
33.9505878,-118.437168
34.2376749,-118.5239512
34.2376755,-118.5235988
34.2240977,-118.5404864
34.1808985,-118.4663496
34.1810674,-118.466044
34.1806887,-118.4660383
34.180608,-118.4663771
34.1805672,-118.4664364
34.1814155,-118.4660255
34.3247648,-118.4407844
34.3247291,-118.4402139
34.3078647,-118.4627135
34.3091255,-118.447818
34.304294,-118.4728371
34.3042096,-118.4728348
34.3048319,-118.4735325
34.0417542,-118.2621948
34.0414014,-118.2616486
34.0414381,-118.261719
34.0415086,-118.2618311
34.0414244,-118.2619086
34.0413375,-118.2617633
34.0412898,-118.2616963
34.0413742,-118.261618
34.0411923,-118.2615379
34.0412872,-118.2614645
34.0398855,-118.2627963
34.0399949,-118.2629623
34.0399125,-118.2630897
34.0398023,-118.2629159
34.0397645,-118.2628547
34.041209,-118.2613622
34.0408288,-118.261065
34.0410546,-118.2611108
34.0409912,-118.2610139
34.0411436,-118.2612478
34.0409495,-118.2611635
34.0473492,-118.2914037
34.0473836,-118.2915128
34.1905766,-118.5708177
34.1906621,-118.5711475
34.1908247,-118.5708178
34.1909411,-118.5711509
34.1912155,-118.5711496
34.1910973,-118.570818
34.1903549,-118.5708437
34.1904822,-118.5711166
34.1901077,-118.5711092
34.1898642,-118.5708399
34.1913151,-118.5711181
34.1913178,-118.5708505
34.1917678,-118.571113
34.1858399,-118.5708159
34.1861205,-118.5710928
34.1869103,-118.5711117
34.1871521,-118.5711052
34.187028,-118.5708303
34.1867602,-118.5708303
34.186338,-118.5708195
34.1865867,-118.5710993
34.1857736,-118.5707605
34.1856617,-118.5703626
34.1855856,-118.5698544
34.1856492,-118.5688135
34.1853409,-118.5695978
34.1853893,-118.5701639
34.1855005,-118.5706919
34.1854504,-118.5708186
34.1856611,-118.5711328
34.185595,-118.5710931
34.0982218,-118.2050704
34.0982584,-118.2050085
34.0195022,-118.4447713
33.9308839,-118.2867706
33.9310694,-118.2867873
33.9311295,-118.2868784
33.931083,-118.2865422
33.9308699,-118.286367
33.9310753,-118.2860868
33.9310753,-118.2855358
33.9308873,-118.2858253
33.9308951,-118.2852299
33.9310772,-118.2850758
33.9308854,-118.2849403
33.9312147,-118.2849147
33.9310753,-118.2871819
33.9313232,-118.2870885
33.9315267,-118.2868784
33.9316545,-118.2870815
33.9315906,-118.2849053
34.0443769,-118.3288524
34.1127125,-118.3069193
34.2437077,-118.456396
34.2440965,-118.4561138
34.2433554,-118.4566538
34.2429391,-118.4569015
34.2428133,-118.4569934
34.2428177,-118.4574885
34.2428115,-118.4565902
34.2441914,-118.4565262
34.2445408,-118.4557956
34.2428099,-118.4558259
34.2428176,-118.4553629
34.242816,-118.4549452
34.2428135,-118.454501
34.2216977,-118.4838372
34.221506,-118.4838333
34.221452,-118.4839017
34.2214453,-118.4843552
34.222072,-118.4839212
34.2224215,-118.4840913
34.2990247,-118.4591991
34.2987622,-118.4595805
34.2288487,-118.4587058
34.2294728,-118.458443
34.2298079,-118.4582351
34.2298096,-118.4580623
33.9942294,-118.2473568
34.2436315,-118.4671722
34.2426323,-118.4673075
34.2426904,-118.4672259
34.2432792,-118.4673097
34.243606,-118.4673057
34.0896902,-118.2885445
34.0897793,-118.2883168
34.089809,-118.2888839
34.0896463,-118.2893818
34.0901742,-118.2893728
34.0905115,-118.289373
34.0906637,-118.2893674
34.0907151,-118.289228
34.0907514,-118.289373
34.0909769,-118.2894518
34.0909773,-118.289105
34.0907856,-118.2883268
34.0909694,-118.2882523
34.0909774,-118.2879005
34.0907816,-118.2878856
34.0907801,-118.2874079
34.0909674,-118.2872663
34.0907398,-118.2870047
34.0909729,-118.2868938
34.0906801,-118.2866521
34.0903284,-118.2867655
34.0902365,-118.2870097
34.0897895,-118.2867589
34.0897985,-118.2870718
34.0896805,-118.2871595
34.0896682,-118.2876289
34.2984857,-118.4724437
34.2987249,-118.4721808
34.2988327,-118.4723573
34.2986098,-118.4726117
34.29851,-118.472146
34.2986894,-118.4719422
34.2984673,-118.4718751
34.2983327,-118.4716169
34.2980984,-118.4711898
34.2982889,-118.4720193
34.2983049,-118.4724153
34.2981763,-118.4722354
34.297998,-118.4723742
34.2978412,-118.4725257
34.2976573,-118.4726759
34.2976285,-118.4724211
34.2976861,-118.4721241
34.2976235,-118.4718639
34.2976069,-118.4716487
34.2977747,-118.4714783
34.2979343,-118.4713107
34.2978184,-118.4716836
34.2980405,-118.4716714
34.2978858,-118.4719972
34.298211,-118.4717625
34.2980965,-118.4719166
34.2981715,-118.4714291
34.2286946,-118.5359448
34.2285586,-118.5359434
34.2286266,-118.5359441
34.0637285,-118.3552646
34.0638643,-118.355309
34.063777,-118.3554032
34.0638103,-118.3555674
34.2439772,-118.5200249
34.2436375,-118.5200266
34.2433547,-118.5200306
34.0476979,-118.3452715
34.0522209,-118.3698147
34.0479084,-118.3453258
34.0479556,-118.3448833
34.3318276,-118.5078771
34.3313982,-118.5076343
34.3309512,-118.5074094
34.3304748,-118.5071979
34.329999,-118.5070016
34.3301452,-118.5065231
34.3296706,-118.5063083
34.3292136,-118.5060738
34.3291217,-118.5063848
34.3281057,-118.505863
34.328315,-118.5056504
34.3270236,-118.5052176
34.3269016,-118.5056549
34.3265918,-118.5049244
34.3264341,-118.5056687
34.3261615,-118.5046295
34.3251784,-118.5049933
34.3254799,-118.5040672
34.3249421,-118.5035162
34.3245219,-118.5030207
34.3241362,-118.5024783
34.3238012,-118.5019233
34.3232893,-118.5010296
34.323631,-118.5009046
34.323352,-118.5004127
34.3230684,-118.4999227
34.3227857,-118.4994339
34.3225012,-118.4989416
34.3222233,-118.4984538
34.3245835,-118.5017476
34.3250069,-118.5023098
34.3253599,-118.5027041
34.3257429,-118.5030721
34.3261373,-118.5034171
34.3357693,-118.5038889
34.3311135,-118.5045588
34.3320326,-118.5048725
34.330152,-118.5041714
34.3365662,-118.5038958
34.3363104,-118.5038538
34.3305895,-118.5043657
34.3315767,-118.5047128
34.3325232,-118.5050841
34.0743655,-118.2608444
34.0743115,-118.2606735
34.074422,-118.2607197
34.075314,-118.2613195
34.0757804,-118.2612293
34.0750055,-118.259963
34.0749098,-118.2601017
34.0748664,-118.2603968
34.0753903,-118.2611048
34.0760463,-118.2613442
34.0759685,-118.2612903
34.0755473,-118.2608219
34.0756585,-118.2615019
34.065942,-118.3510282
34.0661858,-118.3507362
34.0654169,-118.3515108
34.0650269,-118.3513701
34.0648257,-118.3513529
34.0647865,-118.3515444
34.0643497,-118.3513954
34.0638593,-118.351544
34.0634771,-118.3513976
34.0629823,-118.3515382
34.0626517,-118.3525951
34.0643489,-118.3526012
34.0647292,-118.3524572
34.0651299,-118.3530229
34.0648025,-118.3535168
34.064802,-118.3539382
34.0649775,-118.3541501
34.064979,-118.3537182
34.0649785,-118.3533037
34.0649775,-118.3528887
34.0648035,-118.3530959
34.0648059,-118.3526808
34.064979,-118.3524643
34.0649833,-118.3520399
34.0647933,-118.3522483
34.0648223,-118.3518315
34.0654679,-118.3531116
34.0657121,-118.3529283
34.0657566,-118.3532301
34.0656119,-118.3650149
34.0657986,-118.3648201
34.0660417,-118.3649446
34.0662261,-118.3647505
34.0664328,-118.3648814
34.0666287,-118.3646839
34.0668664,-118.3648102
34.0667978,-118.3638879
34.0667399,-118.3633831
34.0666772,-118.3628036
34.066616,-118.3622638
34.0665537,-118.3617197
34.0664745,-118.3615246
34.0660417,-118.3615193
34.0656375,-118.3615166
34.0654378,-118.3613162
34.0652347,-118.3615162
34.0647982,-118.3615104
34.0643614,-118.3612667
34.0658186,-118.361692
34.0658826,-118.3622642
34.0659457,-118.3628064
34.0660076,-118.3633669
34.0659693,-118.3639747
34.0661347,-118.3645149
34.0662029,-118.3650973
34.0662665,-118.3656695
34.0663305,-118.3662377
34.0663949,-118.3668165
34.0664597,-118.3673811
34.0664248,-118.3680102
34.0648024,-118.3542693
34.0647996,-118.3545063
34.0647436,-118.3547231
34.0649807,-118.3548872
34.064973,-118.3552225
34.0649733,-118.3564161
34.0649741,-118.3568559
34.0649645,-118.3577088
34.0649645,-118.3581375
34.064785,-118.3583468
34.0649631,-118.3585675
34.0649613,-118.3589967
34.0649598,-118.3597476
34.0649573,-118.3601948
34.064957,-118.360623
34.0647783,-118.3611996
34.0647815,-118.3608402
34.0647844,-118.3604763
34.0647863,-118.3599748
34.0647866,-118.3595512
34.0647914,-118.3587702
34.0647911,-118.3579248
34.0647927,-118.3574919
34.0647904,-118.3570706
34.0647952,-118.3566304
34.0647965,-118.3562133
34.0647984,-118.3557669
34.0647997,-118.3553833
34.0647965,-118.3550583
34.0649729,-118.3555563
34.0649678,-118.3572776
34.064879,-118.3618736
34.064959,-118.3625642
34.0650335,-118.3621561
34.0651257,-118.3629707
34.065052,-118.3633768
34.0652082,-118.3636893
34.0651341,-118.3641152
34.0652941,-118.3644597
34.0652162,-118.3648536
34.0651888,-118.3650828
34.0647708,-118.3651508
34.0643595,-118.36522
34.0640227,-118.3652754
34.0638042,-118.3653175
34.0635857,-118.3653475
34.0635116,-118.3651381
34.063203,-118.36538
34.0629643,-118.3656138
34.0627661,-118.3658054
34.0628646,-118.3661057
34.063062,-118.3659162
34.0625606,-118.3660056
34.0625922,-118.366373
34.0623581,-118.3661987
34.0621009,-118.3664487
34.0618735,-118.3666764
34.0616559,-118.3668817
34.0615776,-118.3667735
34.0614323,-118.3663288
34.0614845,-118.3659436
34.0613406,-118.3655127
34.0613822,-118.365037
34.0612867,-118.3642183
34.0611499,-118.3638296
34.061197,-118.3633971
34.0610526,-118.3629677
34.0615939,-118.36752
34.0615034,-118.3671955
34.0619222,-118.3669795
34.0621555,-118.3667576
34.0623755,-118.3665444
34.0614226,-118.3683319
34.0615576,-118.3683594
34.0618081,-118.3687329
34.0622653,-118.3694169
34.0625114,-118.3697837
34.0625814,-118.369553
34.062873,-118.3693894
34.0627364,-118.3690407
34.0627864,-118.3686384
34.0626542,-118.3682843
34.0625681,-118.3675299
34.0624875,-118.3668399
34.0626264,-118.3672114
34.0626981,-118.3678853
34.0623504,-118.3656204
34.062394,-118.3651691
34.0623035,-118.3643781
34.0621675,-118.3639914
34.062213,-118.3635866
34.0620866,-118.3632863
34.0621265,-118.3628138
34.0619957,-118.3624722
34.0620437,-118.3620816
34.0620409,-118.3617658
34.0624327,-118.3615657
34.0615922,-118.3620017
34.0614318,-118.3623122
34.0610247,-118.3614483
34.0610858,-118.361988
34.0611061,-118.3613421
34.0617372,-118.3610169
34.0620839,-118.3608471
34.0637489,-118.3615265
34.0639812,-118.3612955
34.0641381,-118.3615123
34.0640785,-118.3622531
34.06414,-118.3628048
34.0641961,-118.3633127
34.0642526,-118.3638285
34.0643123,-118.3643448
34.064372,-118.3648553
34.0644381,-118.365459
34.064567,-118.3666084
34.0646335,-118.3671776
34.0646945,-118.367733
34.0647598,-118.3682915
34.0648158,-118.3687956
34.0648827,-118.3693836
34.0649484,-118.3699533
34.0650166,-118.3705616
34.0650827,-118.3711516
34.0652485,-118.3713122
34.0664875,-118.3685748
34.066618,-118.3697253
34.0666841,-118.3703113
34.0667468,-118.3708697
34.0665543,-118.3691602
34.0668699,-118.3719614
34.0670958,-118.3729794
34.0670403,-118.3724789
34.06702,-118.373373
34.0667864,-118.3738055
34.0670111,-118.3739546
34.0672482,-118.3738555
34.0669799,-118.3735679
34.0675579,-118.3739851
34.0675922,-118.3742657
34.0677605,-118.3741143
34.0679661,-118.3740689
34.0680864,-118.3742484
34.0682238,-118.3744407
34.0685521,-118.3746637
34.0688866,-118.3748697
34.069222,-118.3750717
34.0694125,-118.3753755
34.0700351,-118.3760038
34.0703212,-118.3760568
34.0702862,-118.3762619
34.0705889,-118.376274
34.0706856,-118.3762613
34.0710122,-118.3762874
34.0709655,-118.376567
34.0713054,-118.376848
34.0713865,-118.3766328
34.0713621,-118.3765838
34.0716987,-118.3775139
34.0718726,-118.3778136
34.072042,-118.3788939
34.0721736,-118.378623
34.0720886,-118.3780456
34.0722158,-118.3781174
34.0721147,-118.3776144
34.0721792,-118.3791862
34.0720442,-118.3794417
